,published_At,updated_At,author_DisplayName,text_Original,text_Display,viewer_Rating,like_Count,author_Channel_Id
0,2023-09-28T19:39:46Z,2023-09-28T19:39:46Z,S W,feels like theyre not smiling as much in VR than real life,feels like theyre not smiling as much in VR than real life,none,1,UCtIG6x1XDlep0qwoQGP4PDA
1,2023-09-28T19:39:36Z,2023-09-28T19:39:36Z,Keith Minter,The irony. You've never used so much eye contact before in your interviews.,The irony. You&#39;ve never used so much eye contact before in your interviews.,none,1,UCuxvsPmPDp35uXQov2kgkzA
2,2023-09-28T19:39:36Z,2023-09-28T19:39:36Z,Michelle Anne,I can't watch this,I can&#39;t watch this,none,1,UCtF-uKkvZ4qc99z7gwdKDbw
3,2023-09-28T19:39:28Z,2023-09-28T19:39:28Z,Bryan J. Thomas ,this is just so so  awesome ! so much fun ! great stuff all!,this is just so so  awesome ! so much fun ! great stuff all!,none,2,UCenE8ia5UnCE7P4A9C2DfYQ
4,2023-09-28T19:39:16Z,2023-09-28T19:39:16Z,NotAnAIForNow,imagine what the r0rn industry will do with that lol,imagine what the r0rn industry will do with that lol,none,0,UCI05Qwe-PlOK653RG1EuMFg
5,2023-09-28T19:39:11Z,2023-09-28T19:39:11Z,Rollemproper,This is exciting yet terrifying,This is exciting yet terrifying,none,0,UC54XX9n1xFleVpqJb_fOpfw
6,2023-09-28T19:39:10Z,2023-09-28T19:39:10Z,BiggDawg98,"This feels like an insane jump, it will enable so much non verbal communication and expression","This feels like an insane jump, it will enable so much non verbal communication and expression",none,13,UC2mBz5qbMRdZVtmWuw7n6cg
7,2023-09-28T19:39:09Z,2023-09-28T22:11:46Z,Dr.Jekyll,"If you really wanna see the world Mark is talking about watch the anime 'A Circle Of Children', I’m convinced he got the name Meta from that anime.","If you really wanna see the world Mark is talking about watch the anime &#39;A Circle Of Children&#39;, I’m convinced he got the name Meta from that anime.",none,0,UC7lTLZd1lWl4FsO0_J2fPOg
8,2023-09-28T19:39:06Z,2023-09-28T19:39:06Z,Guy,Creepy.,Creepy.,none,1,UCaw5VMTr1B0Amq_tAoN07hw
9,2023-09-28T19:38:55Z,2023-09-28T19:38:55Z,Arif Koçer,"I think Mark has invested in metaverse way more than he should have and now it seems he is dissappointed with the results, especially in term of profitibility.","I think Mark has invested in metaverse way more than he should have and now it seems he is dissappointed with the results, especially in term of profitibility.",none,0,UCpjszDUxxSki8NhENf04vdA
10,2023-09-28T19:38:55Z,2023-09-28T19:38:55Z,Sher Singh,Insane. Mind blown. Zuck is cooking,Insane. Mind blown. Zuck is cooking,none,0,UCHU_YosqVxbHS7kPOxjxz6Q
11,2023-09-28T19:38:55Z,2023-09-28T19:57:54Z,Vladislav,"No, I don't think we need the real life equivalent of the perpetual resurrection of characters that Hollywood writers are so fond of these days.

Death is not only one of the most important aspects of being human but is an inevitable reality of the universe. Everything dies. The universe will die — no matter what we do, despite our incessant need to control our fate, we will never be able to stop entropy. Everything will die.

Death used to be less hidden from the human experience. For an incomprehensible length of time, adults and children alike saw their loved ones die and decay in front of them. However, at some point we started to dispose of our dead so as not to be reminded of their passing.

Now more than ever before we shove these uncomfortable truths away because we can't deal with reality. We've been told that denying death is the acceptable way to cope with loss. The reality is that the Instagram model will one day be shriveled and saggy. The art, artists, media/content and its creators will one day be gone and forgotten. Every record and memory of your existence will one day be erased from history without a trace. 

So many of us make ths mistake of falling for the illusion that frameworks, systems, or technology will save us from the great mortality of everything. We allow ourselves to be taken in by these distractions so as to perform a retroactive conceptual sleight of hand — to make the pain go away. This is a natural instinct. However, in the past we were forced to at least witness death and decay but now it's difficult to witness even if sought out but contrary to what we're taught, we must seek it out.

To find true comfort, we must first be uncomfortable. Be weary of comfort my friends, as the universe gives it so begrudgingly. To truly live, we must seek out death.","No, I don&#39;t think we need the real life equivalent of the perpetual resurrection of characters that Hollywood writers are so fond of these days.<br><br>Death is not only one of the most important aspects of being human but is an inevitable reality of the universe. Everything dies. The universe will die — no matter what we do, despite our incessant need to control our fate, we will never be able to stop entropy. Everything will die.<br><br>Death used to be less hidden from the human experience. For an incomprehensible length of time, adults and children alike saw their loved ones die and decay in front of them. However, at some point we started to dispose of our dead so as not to be reminded of their passing.<br><br>Now more than ever before we shove these uncomfortable truths away because we can&#39;t deal with reality. We&#39;ve been told that denying death is the acceptable way to cope with loss. The reality is that the Instagram model will one day be shriveled and saggy. The art, artists, media/content and its creators will one day be gone and forgotten. Every record and memory of your existence will one day be erased from history without a trace. <br><br>So many of us make ths mistake of falling for the illusion that frameworks, systems, or technology will save us from the great mortality of everything. We allow ourselves to be taken in by these distractions so as to perform a retroactive conceptual sleight of hand — to make the pain go away. This is a natural instinct. However, in the past we were forced to at least witness death and decay but now it&#39;s difficult to witness even if sought out but contrary to what we&#39;re taught, we must seek it out.<br><br>To find true comfort, we must first be uncomfortable. Be weary of comfort my friends, as the universe gives it so begrudgingly. To truly live, we must seek out death.",none,0,UCknxQlVLnZuIoeatOnluwPQ
12,2023-09-28T19:38:52Z,2023-09-28T19:38:52Z,Schumann Being,I did not expect Meta to amplify Lex's facial expressions to a level where I can actually read them 😂,I did not expect Meta to amplify Lex&#39;s facial expressions to a level where I can actually read them 😂,none,31,UCmm50V6rHnwvl-XVF8fqrLg
13,2023-09-28T19:38:33Z,2023-09-28T19:38:33Z,BennyBedTime,This is the opposite of the meaning of life.,This is the opposite of the meaning of life.,none,0,UC8Y2-nuL16Qud9ueZlRKpUw
14,2023-09-28T19:38:27Z,2023-09-28T19:38:27Z,TrynePlague,"Yeah, I don't care about Meta or this metaverse stuff.. But this does look SO much better than what you had before Mister Zuckerberg.","Yeah, I don&#39;t care about Meta or this metaverse stuff.. But this does look SO much better than what you had before Mister Zuckerberg.",none,0,UCggomDp4cIH3WdRqUIMG0qQ
15,2023-09-28T19:38:22Z,2023-09-28T19:38:22Z,ken 1,Interesting conversation.  Ironically this is the most human I’ve ever seen Zuck.,Interesting conversation.  Ironically this is the most human I’ve ever seen Zuck.,none,0,UC81mqO2BXzM6oPr763O4DqQ
16,2023-09-28T19:38:08Z,2023-09-28T19:38:08Z,Rusharoni,Reality is starting to become hard to differentiate from simulation.,Reality is starting to become hard to differentiate from simulation.,none,0,UCSdmDOIZOox_TNkz6GloSBg
17,2023-09-28T19:38:06Z,2023-09-28T19:38:06Z,ostrich,I hate this,I hate this,none,0,UCYjQjpB9rVU2rInaEWwuzbQ
18,2023-09-28T19:38:00Z,2023-09-28T19:38:00Z,Hlulani Zitha,Why not just zoom or face time,Why not just zoom or face time,none,0,UCp2WNvjN3fETgYdnf_jSSrA
19,2023-09-28T19:37:56Z,2023-09-28T19:37:56Z,Darth Vyper,Id love to see Rogan do one of these,Id love to see Rogan do one of these,none,0,UCSoHLXSMcYS10CpGbWz1THw
20,2023-09-28T19:37:53Z,2023-09-28T19:37:53Z,TJ Santiago,One step closer to the matrix,One step closer to the matrix,none,0,UCZLORpDLkLAI8ItwR4QDT1A
21,2023-09-28T19:37:53Z,2023-09-28T19:37:53Z,Troy Malone,Well i have to admit i forgot i was looking at avatars.,Well i have to admit i forgot i was looking at avatars.,none,1,UCQjlPWciBEaiI9lK46EDKfw
22,2023-09-28T19:37:51Z,2023-09-28T19:37:51Z,verry on drums,This is so cool and so freakin scary at the same time 🙈,This is so cool and so freakin scary at the same time 🙈,none,1,UChmEmaHKnuKxCtVJ2HWbh3g
23,2023-09-28T19:37:47Z,2023-09-28T19:37:47Z,Alex,I wasn't a big fan of metaverse but this has changed my mind.,I wasn&#39;t a big fan of metaverse but this has changed my mind.,none,5,UCHjMfJGFHhTiaYP5pzNMfqw
24,2023-09-28T19:37:38Z,2023-09-28T19:37:38Z,Dan C,I watched History 33 minutes after it was published.,I watched History 33 minutes after it was published.,none,0,UCsztVbsGZNudJfWTYX5Ting
25,2023-09-28T19:37:36Z,2023-09-28T19:37:36Z,Ethan Hughes,what in the fuck this is nuts,what in the fuck this is nuts,none,0,UCoMzsCb6e-i2WeK5I3o_6Vw
26,2023-09-28T19:37:34Z,2023-09-28T19:37:34Z,Juan M,"pfffffffff, no words to describe the experience, but Lex, thanks for describe your feelings like that 🥰","pfffffffff, no words to describe the experience, but Lex, thanks for describe your feelings like that 🥰",none,1,UC4Tztix6_qq8WkMfMuPUVfQ
27,2023-09-28T19:37:31Z,2023-09-28T19:37:31Z,brpower100,"How are they capturing skin tone, moles, freckles???","How are they capturing skin tone, moles, freckles???",none,0,UCQgmPf9q4Enx0hQcLztL4Ag
28,2023-09-28T19:37:29Z,2023-09-28T19:37:29Z,Different Name,Destruction of the concept of identity. Pass,Destruction of the concept of identity. Pass,none,1,UC81KapsqHIddBxXgLVECeLg
29,2023-09-28T19:37:21Z,2023-09-28T19:37:21Z,Andrew Shakespeare,"It is incredible how quickly my brain forgot that Lex and Mark were avatars and not videos of their ""real"" physical bodies.",It is incredible how quickly my brain forgot that Lex and Mark were avatars and not videos of their &quot;real&quot; physical bodies.,none,6,UCmWwESld3xs9ttf1GI03EnQ
30,2023-09-28T19:37:06Z,2023-09-28T19:37:06Z,Shivam Singh,Surreal 😮,Surreal 😮,none,0,UCIV4gjoFCRNZr4aFY5_5QGw
31,2023-09-28T19:36:50Z,2023-09-28T19:37:16Z,Valley Stray,This is amazing! However the one flaw I’m noticing is that their eyebrows aren’t moving with their expressions. Anybody else seeing that?,This is amazing! However the one flaw I’m noticing is that their eyebrows aren’t moving with their expressions. Anybody else seeing that?,none,0,UCo6K3zawGZj9Po5BME0zzkw
32,2023-09-28T19:36:47Z,2023-09-28T19:36:47Z,Jesse Kaufman,I’m at a loss for words!,I’m at a loss for words!,none,0,UCZ5S7KgDJp9hf6rIvc645nw
33,2023-09-28T19:36:41Z,2023-09-28T19:36:41Z,G H,NGL IM CONFUSED AS HELL,NGL IM CONFUSED AS HELL,none,0,UCAS1PAb6O6P73XP3OzVqqlg
34,2023-09-28T19:36:33Z,2023-09-28T19:36:33Z,HP Trauschke,"So now you can't read anymore the truth in peoples face cause one can digitaly change the expression. Even Mark looks now like a nice boy, and not like the criminal that he actually is.","So now you can&#39;t read anymore the truth in peoples face cause one can digitaly change the expression. Even Mark looks now like a nice boy, and not like the criminal that he actually is.",none,0,UC_F_R5l3VMJMtoK7J3zkSKg
35,2023-09-28T19:36:33Z,2023-09-28T19:36:33Z,jcoopdo,We dont need this technology.,We dont need this technology.,none,0,UCz3dyV3ySwr1nJKXp9dkLCA
36,2023-09-28T19:36:29Z,2023-09-28T19:38:42Z,Diary of an Addict,An artificial intelligence human robot and a Lizzard hybrid person walk into a digital bar.,An artificial intelligence human robot and a Lizzard hybrid person walk into a digital bar.,none,3,UCrbSEwf5NmzuOD3G54lXS2w
37,2023-09-28T19:36:13Z,2023-09-28T19:36:13Z,Matt Twinkletoes,very impressive but meta is the last company i'll be submitting a detailed body scan to.,very impressive but meta is the last company i&#39;ll be submitting a detailed body scan to.,none,1,UCRC1u9eOUNSZZymnA0OlZhw
38,2023-09-28T19:36:11Z,2023-09-28T19:45:45Z,Calm Little Buddy,"Holy. Crap. 

Edit.  Real life Lex isn’t smiling nearly as much as Meta Lex. Watch closely. He’s deadpan IRL but has a little smile in the headset.

Edit edit: let Mark know this was AMAZING even in 2 D. I still feel like it can’t look THIS GOOD. If I didn’t know I’d have just assumed it was live video with effects",Holy. Crap. <br><br>Edit.  Real life Lex isn’t smiling nearly as much as Meta Lex. Watch closely. He’s deadpan IRL but has a little smile in the headset.<br><br>Edit edit: let Mark know this was AMAZING even in 2 D. I still feel like it can’t look THIS GOOD. If I didn’t know I’d have just assumed it was live video with effects,none,7,UC57vQEcfkWXg2Iv3YVmj56g
39,2023-09-28T19:36:06Z,2023-09-28T19:36:06Z,voidrunner,KEK Top Cringe.,KEK Top Cringe.,none,0,UCLstZ5PeuHQAmPTWxWDKijg
40,2023-09-28T19:36:03Z,2023-09-28T19:36:03Z,Jessica Mullins,Ready player 1?,Ready player 1?,none,0,UCphCFNtpv8hQS6YDEYqea3g
41,2023-09-28T19:35:51Z,2023-09-28T19:35:51Z,willigray,"""The two most monotone people are in the metaverse together.""",&quot;The two most monotone people are in the metaverse together.&quot;,none,0,UC3ZXTfkiokiuzgHPcfSkZFw
42,2023-09-28T19:35:51Z,2023-09-28T19:35:51Z,Anton Guidera,It would be good to see if this works with humans,It would be good to see if this works with humans,none,1,UCDI-mCojsnYQDp3S7o86unA
43,2023-09-28T19:35:42Z,2023-09-28T19:35:42Z,The Restoration Contractor by Shane O'Dazier,Why don't you blink Lex!,Why don&#39;t you blink Lex!,none,0,UC-WMM3HypvbbP7qvaSU807g
44,2023-09-28T19:35:38Z,2023-09-28T19:35:38Z,Lara,"This is very interesting. I worry about people's addictions to not wanting to leave the house or interacting with actual people though. It's too convenient and easy. Perfect for introverts and gamers but not everyone are these things and yet markets are driven by these products, including work spaces now.","This is very interesting. I worry about people&#39;s addictions to not wanting to leave the house or interacting with actual people though. It&#39;s too convenient and easy. Perfect for introverts and gamers but not everyone are these things and yet markets are driven by these products, including work spaces now.",none,2,UCv96vrdxbJZ8CtYm5WeZ4nw
45,2023-09-28T19:35:35Z,2023-09-28T19:35:35Z,Aashish rahate,This is certainly a huuuge step for technology... and what an amazing idea to host the podcast in this way. It's gonna be tough yet completely worth it to make it accessible for everyone.,This is certainly a huuuge step for technology... and what an amazing idea to host the podcast in this way. It&#39;s gonna be tough yet completely worth it to make it accessible for everyone.,none,2,UCAbJghBtEFRxVCKFVkB9uSw
46,2023-09-28T19:35:34Z,2023-09-28T19:35:34Z,Alexandru-Eugen Toma,"While I kept telling my friends to just wait for the Metaverse a little longer, they kept laughing. Not sure who's laughing now.","While I kept telling my friends to just wait for the Metaverse a little longer, they kept laughing. Not sure who&#39;s laughing now.",none,0,UCaOHCeaa3mC473VYMZhbwYQ
47,2023-09-28T19:35:30Z,2023-09-28T19:35:30Z,J.Y. Lee,"""The two most monotone people are in the Metaverse together"". LOL",&quot;The two most monotone people are in the Metaverse together&quot;. LOL,none,0,UCvAXqcA3sgZ6vfiaCXaAACw
48,2023-09-28T19:35:30Z,2023-09-28T19:35:30Z,Marek Tarnawski,While this is impressive... the idea of creating AI version of yourself to interact with people sounds quite creepy. I wouldn't go that way.,While this is impressive... the idea of creating AI version of yourself to interact with people sounds quite creepy. I wouldn&#39;t go that way.,none,0,UCyF3gc7p54759tDvTqtwlCg
49,2023-09-28T19:35:20Z,2023-09-28T19:35:20Z,sandor hatvany,The Zuck looks like his normal self in VR,The Zuck looks like his normal self in VR,none,0,UCZei2aeF40fYIPTJj-ooRsA
50,2023-09-28T19:35:19Z,2023-09-28T19:35:19Z,Recreation,The world is literally just catching up and bringing to life the stuff we see in scifi movies... Honestly insane. Just makes you wonder how advanced aliens are if we already accomplish all this stuff in a fraction of the time we have been on earth.,The world is literally just catching up and bringing to life the stuff we see in scifi movies... Honestly insane. Just makes you wonder how advanced aliens are if we already accomplish all this stuff in a fraction of the time we have been on earth.,none,0,UC6WyU3bAMpvOCW7VIQR66Sg
51,2023-09-28T19:35:19Z,2023-09-28T19:35:19Z,Captain Nemo,This is the shit that is going to reformat people's brains and probably in a bad way.,This is the shit that is going to reformat people&#39;s brains and probably in a bad way.,none,1,UCFGnMD_13vs72p99TMmGBiw
52,2023-09-28T19:35:16Z,2023-09-28T19:35:16Z,Uber J,"LexMark™ in their natural habitat, fascinating! 🔎","LexMark™ in their natural habitat, fascinating! 🔎",none,0,UCqOM-aKh922o5VpSU6ntk7g
53,2023-09-28T19:35:14Z,2023-09-28T19:35:14Z,K Farnan,Why not just zoom?,Why not just zoom?,none,0,UCQdVdmryNg7XnJZczAjU2UQ
