,published_At,updated_At,author_DisplayName,text_Original,text_Display,viewer_Rating,like_Count,author_Channel_Id
0,2023-09-28T23:40:34Z,2023-09-28T23:41:16Z,Vancouver Comedy (Un)censored (VCU),"*Within cells interlinked.*
*Within cells interlinked.*
*Within cells interlinked.*",<b>Within cells interlinked.</b><br><b>Within cells interlinked.</b><br><b>Within cells interlinked.</b>,none,0,UCAWWkWfhFGu69sHaOMbdLPw
1,2023-09-28T23:40:28Z,2023-09-28T23:40:28Z,king-Manu,This is probably a historic podcast,This is probably a historic podcast,none,4,UCCkt7m_Hr1VMKO6esZfqanA
2,2023-09-28T23:40:27Z,2023-09-28T23:40:27Z,oMg iTz Zigma,NFTs metaverse ain’t so far fetched after all now isn’t it? 😏,NFTs metaverse ain’t so far fetched after all now isn’t it? 😏,none,0,UComU_QZcLnzHMaK_mAlbo-A
3,2023-09-28T23:40:05Z,2023-09-28T23:40:05Z,Clifton Johnson,Striking vipers is pending,Striking vipers is pending,none,0,UCmrssArPijwtnxVG19ek7Uw
4,2023-09-28T23:40:05Z,2023-09-28T23:40:05Z,davidisnotnull,This is incredible! Quite the difference from the current iteration of the MetaVerse,This is incredible! Quite the difference from the current iteration of the MetaVerse,none,7,UClgclDg4VxU466Zt5h5knYg
5,2023-09-28T23:39:52Z,2023-09-28T23:39:52Z,Ken Cochrane,I swear I dont like Zuckerberg. Only Lex juxtaposed to Zuckerber does Zuckerberg seem more human like.,I swear I dont like Zuckerberg. Only Lex juxtaposed to Zuckerber does Zuckerberg seem more human like.,none,0,UCq70TVFO4ZSrb1enm-YGllw
6,2023-09-28T23:39:39Z,2023-09-28T23:39:39Z,Danny Brown,"You know Mark gets a lot of shit for his political and social engineering shenanigans, and that's probably deserved. That said, this is crazy impressive","You know Mark gets a lot of shit for his political and social engineering shenanigans, and that&#39;s probably deserved. That said, this is crazy impressive",none,0,UC3k2Rbu_qwwpirj_vgBzlig
7,2023-09-28T23:39:29Z,2023-09-28T23:39:29Z,Chris J,"Actually as a metaverse sceptic, I must admit, this is pretty cool!","Actually as a metaverse sceptic, I must admit, this is pretty cool!",none,0,UCukK2vzBO8RX7-f5SLF-yYQ
8,2023-09-28T23:39:19Z,2023-09-28T23:39:19Z,FactoryGaming,"They kinda dead inside. I'm a CG designer, its very impressive but still 85% there","They kinda dead inside. I&#39;m a CG designer, its very impressive but still 85% there",none,0,UCQP1rIdRSeR_YLScqyPgmeA
9,2023-09-28T23:39:17Z,2023-09-28T23:39:17Z,Joseph Raley,Feels like this podcast will become a real landmark moment.,Feels like this podcast will become a real landmark moment.,none,326,UCPpRiNRjOafuMzqK2pxbW8w
10,2023-09-28T23:38:41Z,2023-09-28T23:38:41Z,Lesley Todd,And your identity etc gets hacked... Its all just going toward a horrible world. Already we are becoming more and more disconnected as human beings. Is this really progress?,And your identity etc gets hacked... Its all just going toward a horrible world. Already we are becoming more and more disconnected as human beings. Is this really progress?,none,0,UCRv8jvFHxayME2CHlmtq62Q
11,2023-09-28T23:38:21Z,2023-09-28T23:38:21Z,Guendo Kan,It felt like they were sitting next to me on my couch,It felt like they were sitting next to me on my couch,none,0,UC_hC4LW-pMDCI6eBBrawykA
12,2023-09-28T23:38:21Z,2023-09-28T23:38:21Z,Alessandro Colarossi,"Love this -- I made a bit of a video essay on it. Hope you don't mind, Lex. 

https://www.youtube.com/watch?v=pctqec5n5Cc

Cheers!","Love this -- I made a bit of a video essay on it. Hope you don&#39;t mind, Lex. <br><br><a href=""https://www.youtube.com/watch?v=pctqec5n5Cc"">https://www.youtube.com/watch?v=pctqec5n5Cc</a><br><br>Cheers!",none,3,UCtpnpxjWdhhZZawmGv65-9A
13,2023-09-28T23:38:12Z,2023-09-28T23:38:12Z,Profileno,Okay this is badass.,Okay this is badass.,none,0,UCez5SvXK1DBBi48_fZCQFDg
14,2023-09-28T23:37:51Z,2023-09-28T23:37:51Z,ccfliege,This really surprised me postively,This really surprised me postively,none,0,UCFyFLqLQ6DEbZ2kRXD5p5Lg
15,2023-09-28T23:37:39Z,2023-09-28T23:37:39Z,David Foster-Lyons,emperors clothes,emperors clothes,none,0,UCU0OQxEwmqcp0y_Ev5r37xQ
16,2023-09-28T23:37:21Z,2023-09-28T23:37:21Z,Gon Laserna,"Crazy Matrix reference in the beginning, Mark just couldn't be Morpheus... where are we? You in Austin?? 😂😂😂","Crazy Matrix reference in the beginning, Mark just couldn&#39;t be Morpheus... where are we? You in Austin?? 😂😂😂",none,0,UCt8_kzz4bRGAGZsuQSzDbfQ
17,2023-09-28T23:36:33Z,2023-09-28T23:36:33Z,notice,"Incredible. Mark is a visionary in this field, few others could see this coming. Brilliant m","Incredible. Mark is a visionary in this field, few others could see this coming. Brilliant m",none,17,UCP3rw84RgwDrzfFfMIIkn8A
18,2023-09-28T23:36:25Z,2023-09-28T23:36:25Z,merc rantos,A commercial disguised as an interview,A commercial disguised as an interview,none,1,UCf9DwLlR_pKVB-F6iIT3PqQ
19,2023-09-28T23:36:20Z,2023-09-28T23:36:20Z,Joe Vartanian,This is mind-blowing,This is mind-blowing,none,1,UCyszgHh1U0Z8-ogpaRVwUrg
20,2023-09-28T23:35:58Z,2023-09-28T23:35:58Z,stullex_,Honestly this is insane. What a crazy world we live in,Honestly this is insane. What a crazy world we live in,none,14,UCPhzlz9Y4OHVql_hIHn59fw
21,2023-09-28T23:34:35Z,2023-09-28T23:34:35Z,James Webb,This is 🔥🔥🔥,This is 🔥🔥🔥,none,1,UCGCvgV8_gAWHiu_Og9oEi0g
22,2023-09-28T23:34:29Z,2023-09-28T23:34:29Z,john,"Na, not a fan.","Na, not a fan.",none,0,UCb-rq9TGR_uIm-I73ju6O4g
23,2023-09-28T23:34:18Z,2023-09-28T23:34:18Z,penumbral_psithurism,"10:22 Jeeez, I've seen Lex do this expression dozens of times on camera. To see that reproduced almost perfectly as a *_real-time_* simulation is mind blowing.

Imagine when they progress to full body simulations... you could have raves in outer space!","<a href=""https://www.youtube.com/watch?v=MVYrJJNdrEg&amp;t=10m22s"">10:22</a> Jeeez, I&#39;ve seen Lex do this expression dozens of times on camera. To see that reproduced almost perfectly as a <b><i>real-time</i></b> simulation is mind blowing.<br><br>Imagine when they progress to full body simulations... you could have raves in outer space!",none,1,UCoTR6fN0SiKoLEBz-AH0xaw
24,2023-09-28T23:34:15Z,2023-09-28T23:34:15Z,StarBuccaneers,Twist - The user wearing the Occulus is actually in the metaverse.,Twist - The user wearing the Occulus is actually in the metaverse.,none,0,UCRFoUWLo7lkrBsUopfNlrcQ
25,2023-09-28T23:33:58Z,2023-09-28T23:33:58Z,Playback Mansion,"Jeez, what next?","Jeez, what next?",none,0,UC5aEi_Id481-FZH5Bbs5CKQ
26,2023-09-28T23:33:32Z,2023-09-28T23:33:32Z,Mateus Araujo,Buying Meta stocks right now,Buying Meta stocks right now,none,2,UCM7cbgvTzOBQ5NnCBzEgzuw
27,2023-09-28T23:33:29Z,2023-09-28T23:33:29Z,Ben Locsei,Oh Lex.......,Oh Lex.......,none,0,UCMl1XoHEOs3821W7HbwjOgQ
28,2023-09-28T23:33:05Z,2023-09-28T23:33:05Z,G R A P H X,this is how metaverse should look like realistic amazing,this is how metaverse should look like realistic amazing,none,0,UC0LA0BY1G9qhItU11ik9pkw
29,2023-09-28T23:32:40Z,2023-09-28T23:32:40Z,Name Goes Here,Zuck looking like a cybernetic organism no matter what plane of reality he's in,Zuck looking like a cybernetic organism no matter what plane of reality he&#39;s in,none,3,UCVODwEKsU-BI2a7NOwuEvlA
30,2023-09-28T23:32:16Z,2023-09-28T23:32:16Z,Blackwindzero,All this money spent so he could look more human.,All this money spent so he could look more human.,none,0,UC67FzFs8ZnDPiijXfJ5KDJA
